origin_airport,dest_airport,origin_city,dest_city,year,month,n_passengers,n_flights,n_seats
ABX,SYD,Albury,Sydney,2016,1,16007,387,23884
ABX,SYD,Albury,Sydney,2016,2,16461,487,26999
ABX,SYD,Albury,Sydney,2016,3,19486,519,28885
ABX,SYD,Albury,Sydney,2016,4,19155,522,28989
ABX,SYD,Albury,Sydney,2016,5,19278,561,30216
ABX,SYD,Albury,Sydney,2016,6,17766,529,28806
ABX,SYD,Albury,Sydney,2016,7,19599,548,29355
ABX,SYD,Albury,Sydney,2016,8,20126,574,30804
ABX,SYD,Albury,Sydney,2016,9,20218,549,29684
ABX,SYD,Albury,Sydney,2016,10,19717,547,29757
ABX,SYD,Albury,Sydney,2016,11,19110,540,28937
ABX,SYD,Albury,Sydney,2016,12,18219,510,28876
ABX,SYD,Albury,Sydney,2017,1,15267,422,25780
ABX,SYD,Albury,Sydney,2017,2,15202,490,26735
ABX,SYD,Albury,Sydney,2017,3,20072,560,30492
ABX,SYD,Albury,Sydney,2017,4,19438,506,28092
ABX,SYD,Albury,Sydney,2017,5,19325,544,29658
ABX,SYD,Albury,Sydney,2017,6,18132,501,27776
ABX,SYD,Albury,Sydney,2017,7,20380,537,29358
ABX,SYD,Albury,Sydney,2017,8,20164,561,30471
ABX,SYD,Albury,Sydney,2017,9,19604,498,26708
ABX,SYD,Albury,Sydney,2017,10,19738,495,26506
ABX,SYD,Albury,Sydney,2017,11,19175,500,26925
ABX,SYD,Albury,Sydney,2017,12,17528,440,24839
ABX,SYD,Albury,Sydney,2018,1,15532,378,22308
ABX,SYD,Albury,Sydney,2018,2,15109,416,22865
ABX,SYD,Albury,Sydney,2018,3,18921,487,26806
ABX,SYD,Albury,Sydney,2018,4,18266,455,25680
ABX,SYD,Albury,Sydney,2018,5,18955,514,28256
ABX,SYD,Albury,Sydney,2018,6,18464,479,26398
ABX,SYD,Albury,Sydney,2018,7,20622,502,28300
ABX,SYD,Albury,Sydney,2018,8,21410,535,29462
ABX,SYD,Albury,Sydney,2018,9,19983,502,27661
ABX,SYD,Albury,Sydney,2018,10,21260,537,29336
ABX,SYD,Albury,Sydney,2018,11,19798,504,27238
ABX,SYD,Albury,Sydney,2018,12,18020,445,25072
ABX,SYD,Albury,Sydney,2019,1,15654,384,22933
ABX,SYD,Albury,Sydney,2019,2,15694,449,24735
ABX,SYD,Albury,Sydney,2019,3,19333,537,29026
ABX,SYD,Albury,Sydney,2019,4,19015,497,27213
ABX,SYD,Albury,Sydney,2019,5,19771,542,29204
ABX,SYD,Albury,Sydney,2019,6,18094,483,26187
ABX,SYD,Albury,Sydney,2019,7,20910,541,29416
ABX,SYD,Albury,Sydney,2019,8,21380,525,28523
ABX,SYD,Albury,Sydney,2019,9,20194,521,27780
ABX,SYD,Albury,Sydney,2019,10,21479,534,29040
ABX,SYD,Albury,Sydney,2019,11,20654,525,28195
ABX,SYD,Albury,Sydney,2019,12,17971,460,25347
ABX,SYD,Albury,Sydney,2020,1,12665,323,18523
ABX,SYD,Albury,Sydney,2020,2,15546,459,24245
ABX,SYD,Albury,Sydney,2020,3,12140,435,23069
ABX,SYD,Albury,Sydney,2020,4,NA,NA,NA
ABX,SYD,Albury,Sydney,2020,5,NA,NA,NA
ABX,SYD,Albury,Sydney,2020,6,NA,NA,NA
ABX,SYD,Albury,Sydney,2020,7,NA,NA,NA
ABX,SYD,Albury,Sydney,2020,8,NA,NA,NA
ABX,SYD,Albury,Sydney,2020,9,NA,NA,NA
ABX,SYD,Albury,Sydney,2020,10,NA,NA,NA
ABX,SYD,Albury,Sydney,2020,11,NA,NA,NA
ABX,SYD,Albury,Sydney,2020,12,NA,NA,NA
ABX,SYD,Albury,Sydney,2021,1,NA,NA,NA
ABX,SYD,Albury,Sydney,2021,2,NA,NA,NA
ABX,SYD,Albury,Sydney,2021,3,9871,291,16974
ABX,SYD,Albury,Sydney,2021,4,10648,315,19310
ABX,SYD,Albury,Sydney,2021,5,11507,322,19540
ABX,SYD,Albury,Sydney,2021,6,9726,308,18264
ABX,SYD,Albury,Sydney,2021,7,NA,NA,NA
ABX,SYD,Albury,Sydney,2021,8,NA,NA,NA
ABX,SYD,Albury,Sydney,2021,9,NA,NA,NA
ABX,SYD,Albury,Sydney,2021,10,NA,NA,NA
ABX,SYD,Albury,Sydney,2021,11,NA,NA,NA
ABX,SYD,Albury,Sydney,2021,12,8288,300,17320
ABX,SYD,Albury,Sydney,2022,1,NA,NA,NA
ABX,SYD,Albury,Sydney,2022,2,NA,NA,NA
ABX,SYD,Albury,Sydney,2022,3,11842,356,18708
ABX,SYD,Albury,Sydney,2022,4,12673,374,19372
ABX,SYD,Albury,Sydney,2022,5,12950,398,20924
ABX,SYD,Albury,Sydney,2022,6,13152,384,20048
ABX,SYD,Albury,Sydney,2022,7,14831,430,22183
ABX,SYD,Albury,Sydney,2022,8,15490,471,24454
ABX,SYD,Albury,Sydney,2022,9,15209,425,21019
ABX,SYD,Albury,Sydney,2022,10,14159,407,20558
ABX,SYD,Albury,Sydney,2022,11,14203,433,22258
ABX,SYD,Albury,Sydney,2022,12,12646,388,20824
ABX,SYD,Albury,Sydney,2023,1,10480,342,18774
ABX,SYD,Albury,Sydney,2023,2,11348,395,20174
ABX,SYD,Albury,Sydney,2023,3,15493,484,24684
ABX,SYD,Albury,Sydney,2023,4,13744,425,21558
ABX,SYD,Albury,Sydney,2023,5,13679,407,20534
ABX,SYD,Albury,Sydney,2023,6,14238,408,21332
ABX,SYD,Albury,Sydney,2023,7,14313,402,21272
ABX,SYD,Albury,Sydney,2023,8,15895,447,22982
ABX,SYD,Albury,Sydney,2023,9,14398,392,20069
ABX,SYD,Albury,Sydney,2023,10,14279,373,19830
ABX,SYD,Albury,Sydney,2023,11,14738,368,20241
ABX,SYD,Albury,Sydney,2023,12,13101,347,19086
ABX,SYD,Albury,Sydney,2024,1,10938,308,17969
ABX,SYD,Albury,Sydney,2024,2,12150,334,18468
ABX,SYD,Albury,Sydney,2024,3,14419,328,19033
ABX,SYD,Albury,Sydney,2024,4,12536,362,19044
ABX,SYD,Albury,Sydney,2024,5,14792,391,20914
ABX,SYD,Albury,Sydney,2024,6,13533,368,19680
ABX,SYD,Albury,Sydney,2024,7,14953,390,20750
ABX,SYD,Albury,Sydney,2024,8,14601,386,20701
ABX,SYD,Albury,Sydney,2024,9,13246,362,19164
ABX,SYD,Albury,Sydney,2024,10,13957,358,19084
ABX,SYD,Albury,Sydney,2024,11,13826,330,18500
ABX,SYD,Albury,Sydney,2024,12,12359,312,17928
ABX,SYD,Albury,Sydney,2025,1,10817,273,16943
ABX,SYD,Albury,Sydney,2025,2,11873,295,16611
ABX,SYD,Albury,Sydney,2025,3,13609,321,17762
ABX,SYD,Albury,Sydney,2025,4,12431,296,16352
ABX,SYD,Albury,Sydney,2025,5,12898,327,17578
ABX,SYD,Albury,Sydney,2025,6,11874,306,16476
ABX,SYD,Albury,Sydney,2025,7,13457,336,18060
ABX,SYD,Albury,Sydney,2025,8,13436,326,17572
ABX,SYD,Albury,Sydney,2025,9,13330,325,17678
ADL,ASP,Adelaide,Alice,2016,1,8308,94,14664
ADL,ASP,Adelaide,Alice,2016,2,8109,92,14340
ADL,ASP,Adelaide,Alice,2016,3,10221,98,15364
ADL,ASP,Adelaide,Alice,2016,4,9500,92,14406
ADL,ASP,Adelaide,Alice,2016,5,9751,97,15356
ADL,ASP,Adelaide,Alice,2016,6,10370,96,15170
ADL,ASP,Adelaide,Alice,2016,7,11719,93,14748
ADL,ASP,Adelaide,Alice,2016,8,10207,98,15606
ADL,ASP,Adelaide,Alice,2016,9,11127,94,14940
ADL,ASP,Adelaide,Alice,2016,10,11581,96,15244
ADL,ASP,Adelaide,Alice,2016,11,10299,94,14926
ADL,ASP,Adelaide,Alice,2016,12,9522,99,15850
ADL,ASP,Adelaide,Alice,2017,1,8836,94,14865
ADL,ASP,Adelaide,Alice,2017,2,8126,88,13814
ADL,ASP,Adelaide,Alice,2017,3,10289,98,15579
ADL,ASP,Adelaide,Alice,2017,4,10705,93,14808
ADL,ASP,Adelaide,Alice,2017,5,9413,98,15702
ADL,ASP,Adelaide,Alice,2017,6,10280,94,14989
ADL,ASP,Adelaide,Alice,2017,7,12094,96,15300
ADL,ASP,Adelaide,Alice,2017,8,10950,98,15660
ADL,ASP,Adelaide,Alice,2017,9,11052,106,14747
ADL,ASP,Adelaide,Alice,2017,10,12089,113,15770
ADL,ASP,Adelaide,Alice,2017,11,10903,113,15329
ADL,ASP,Adelaide,Alice,2017,12,9729,110,15189
ADL,ASP,Adelaide,Alice,2018,1,9911,115,15617
ADL,ASP,Adelaide,Alice,2018,2,9190,102,13757
ADL,ASP,Adelaide,Alice,2018,3,10851,112,15290
ADL,ASP,Adelaide,Alice,2018,4,10759,106,14955
ADL,ASP,Adelaide,Alice,2018,5,10080,117,16376
ADL,ASP,Adelaide,Alice,2018,6,10259,109,14986
ADL,ASP,Adelaide,Alice,2018,7,12661,111,15629
ADL,ASP,Adelaide,Alice,2018,8,11392,116,15964
ADL,ASP,Adelaide,Alice,2018,9,11177,109,15096
ADL,ASP,Adelaide,Alice,2018,10,12504,114,15657
ADL,ASP,Adelaide,Alice,2018,11,11086,108,14953
ADL,ASP,Adelaide,Alice,2018,12,10424,115,15815
ADL,ASP,Adelaide,Alice,2019,1,10281,115,15448
ADL,ASP,Adelaide,Alice,2019,2,9463,104,14308
ADL,ASP,Adelaide,Alice,2019,3,11043,118,16275
ADL,ASP,Adelaide,Alice,2019,4,14062,124,17994
ADL,ASP,Adelaide,Alice,2019,5,12744,123,17361
ADL,ASP,Adelaide,Alice,2019,6,12995,117,16329
ADL,ASP,Adelaide,Alice,2019,7,14610,126,17808
ADL,ASP,Adelaide,Alice,2019,8,12776,122,16940
ADL,ASP,Adelaide,Alice,2019,9,12781,118,16496
ADL,ASP,Adelaide,Alice,2019,10,13355,123,16930
ADL,ASP,Adelaide,Alice,2019,11,11053,118,14376
ADL,ASP,Adelaide,Alice,2019,12,9466,120,14684
ADL,ASP,Adelaide,Alice,2020,1,8618,113,13933
ADL,ASP,Adelaide,Alice,2020,2,8505,114,14888
ADL,ASP,Adelaide,Alice,2020,3,7152,114,15493
ADL,ASP,Adelaide,Alice,2020,4,NA,NA,NA
ADL,ASP,Adelaide,Alice,2020,5,0,0,0
ADL,ASP,Adelaide,Alice,2020,6,0,0,0
ADL,ASP,Adelaide,Alice,2020,7,NA,NA,NA
ADL,ASP,Adelaide,Alice,2020,8,NA,NA,NA
ADL,ASP,Adelaide,Alice,2020,9,NA,NA,NA
ADL,ASP,Adelaide,Alice,2020,10,9390,129,15137
ADL,ASP,Adelaide,Alice,2020,11,NA,NA,NA
ADL,ASP,Adelaide,Alice,2020,12,NA,NA,NA
ADL,ASP,Adelaide,Alice,2021,1,8618,126,15295
ADL,ASP,Adelaide,Alice,2021,2,NA,NA,NA
ADL,ASP,Adelaide,Alice,2021,3,9846,140,16666
ADL,ASP,Adelaide,Alice,2021,4,9479,124,14932
ADL,ASP,Adelaide,Alice,2021,5,9156,135,15076
ADL,ASP,Adelaide,Alice,2021,6,8502,174,14579
ADL,ASP,Adelaide,Alice,2021,7,NA,NA,NA
ADL,ASP,Adelaide,Alice,2021,8,NA,NA,NA
ADL,ASP,Adelaide,Alice,2021,9,NA,NA,NA
ADL,ASP,Adelaide,Alice,2021,10,8052,128,15303
ADL,ASP,Adelaide,Alice,2021,11,NA,NA,NA
ADL,ASP,Adelaide,Alice,2021,12,NA,NA,NA
ADL,ASP,Adelaide,Alice,2022,1,NA,NA,NA
ADL,ASP,Adelaide,Alice,2022,2,NA,NA,NA
ADL,ASP,Adelaide,Alice,2022,3,NA,NA,NA
ADL,ASP,Adelaide,Alice,2022,4,9447,142,11413
ADL,ASP,Adelaide,Alice,2022,5,9494,152,14424
ADL,ASP,Adelaide,Alice,2022,6,9528,114,13552
ADL,ASP,Adelaide,Alice,2022,7,11038,128,13733
ADL,ASP,Adelaide,Alice,2022,8,10430,160,13163
ADL,ASP,Adelaide,Alice,2022,9,9876,154,12821
ADL,ASP,Adelaide,Alice,2022,10,9312,154,13040
ADL,ASP,Adelaide,Alice,2022,11,7988,154,12560
ADL,ASP,Adelaide,Alice,2022,12,7574,158,13111
ADL,ASP,Adelaide,Alice,2023,1,6687,134,10515
ADL,ASP,Adelaide,Alice,2023,2,6865,136,10486
ADL,ASP,Adelaide,Alice,2023,3,9119,162,13204
ADL,ASP,Adelaide,Alice,2023,4,10107,156,13562
ADL,ASP,Adelaide,Alice,2023,5,10972,181,15333
ADL,ASP,Adelaide,Alice,2023,6,11876,174,14920
ADL,ASP,Adelaide,Alice,2023,7,12141,176,15546
ADL,ASP,Adelaide,Alice,2023,8,10922,174,14568
ADL,ASP,Adelaide,Alice,2023,9,10601,170,14344
ADL,ASP,Adelaide,Alice,2023,10,9905,172,14466
ADL,ASP,Adelaide,Alice,2023,11,9419,156,12786
ADL,ASP,Adelaide,Alice,2023,12,7906,144,12386
ADL,ASP,Adelaide,Alice,2024,1,7658,156,13123
ADL,ASP,Adelaide,Alice,2024,2,7938,147,12155
ADL,ASP,Adelaide,Alice,2024,3,8796,152,12992
ADL,ASP,Adelaide,Alice,2024,4,9292,168,14490
ADL,ASP,Adelaide,Alice,2024,5,9121,168,14210
ADL,ASP,Adelaide,Alice,2024,6,9304,146,12718
ADL,ASP,Adelaide,Alice,2024,7,10754,180,15392
ADL,ASP,Adelaide,Alice,2024,8,9642,173,14546
ADL,ASP,Adelaide,Alice,2024,9,9376,171,14531
ADL,ASP,Adelaide,Alice,2024,10,9022,162,13400
ADL,ASP,Adelaide,Alice,2024,11,8889,143,11912
ADL,ASP,Adelaide,Alice,2024,12,7575,131,11122
ADL,ASP,Adelaide,Alice,2025,1,7374,131,10791
ADL,ASP,Adelaide,Alice,2025,2,6863,128,10420
ADL,ASP,Adelaide,Alice,2025,3,8368,138,11512
ADL,ASP,Adelaide,Alice,2025,4,9593,150,12882
ADL,ASP,Adelaide,Alice,2025,5,8424,150,12481
ADL,ASP,Adelaide,Alice,2025,6,9433,151,12996
ADL,ASP,Adelaide,Alice,2025,7,10327,162,13667
ADL,ASP,Adelaide,Alice,2025,8,8933,153,13062
ADL,ASP,Adelaide,Alice,2025,9,9054,156,13032
ADL,BNE,Adelaide,Brisbane,2016,1,69280,588,94791
ADL,BNE,Adelaide,Brisbane,2016,2,59094,561,89819
ADL,BNE,Adelaide,Brisbane,2016,3,71282,591,95229
ADL,BNE,Adelaide,Brisbane,2016,4,70036,555,91324
ADL,BNE,Adelaide,Brisbane,2016,5,64522,530,86279
ADL,BNE,Adelaide,Brisbane,2016,6,61146,503,83038
ADL,BNE,Adelaide,Brisbane,2016,7,76164,571,94612
ADL,BNE,Adelaide,Brisbane,2016,8,67351,572,94346
ADL,BNE,Adelaide,Brisbane,2016,9,69611,560,92558
ADL,BNE,Adelaide,Brisbane,2016,10,78048,588,98256
ADL,BNE,Adelaide,Brisbane,2016,11,71132,587,94961
ADL,BNE,Adelaide,Brisbane,2016,12,72669,578,93268
ADL,BNE,Adelaide,Brisbane,2017,1,71293,545,90485
ADL,BNE,Adelaide,Brisbane,2017,2,56910,502,82217
ADL,BNE,Adelaide,Brisbane,2017,3,70159,596,97292
ADL,BNE,Adelaide,Brisbane,2017,4,70941,560,92615
ADL,BNE,Adelaide,Brisbane,2017,5,65730,535,86862
ADL,BNE,Adelaide,Brisbane,2017,6,60995,516,84253
ADL,BNE,Adelaide,Brisbane,2017,7,75671,565,93538
ADL,BNE,Adelaide,Brisbane,2017,8,67865,559,91101
ADL,BNE,Adelaide,Brisbane,2017,9,73234,558,92435
ADL,BNE,Adelaide,Brisbane,2017,10,82342,595,99676
ADL,BNE,Adelaide,Brisbane,2017,11,74974,582,97585
ADL,BNE,Adelaide,Brisbane,2017,12,79529,597,100901
ADL,BNE,Adelaide,Brisbane,2018,1,72115,565,95418
ADL,BNE,Adelaide,Brisbane,2018,2,60637,505,85114
ADL,BNE,Adelaide,Brisbane,2018,3,70464,576,96230
ADL,BNE,Adelaide,Brisbane,2018,4,70660,558,89607
ADL,BNE,Adelaide,Brisbane,2018,5,66394,527,84998
ADL,BNE,Adelaide,Brisbane,2018,6,62959,530,85633
ADL,BNE,Adelaide,Brisbane,2018,7,76471,587,94228
ADL,BNE,Adelaide,Brisbane,2018,8,69806,565,90555
ADL,BNE,Adelaide,Brisbane,2018,9,70135,553,88624
ADL,BNE,Adelaide,Brisbane,2018,10,78533,599,94935
ADL,BNE,Adelaide,Brisbane,2018,11,74289,554,87423
ADL,BNE,Adelaide,Brisbane,2018,12,74053,550,89371
ADL,BNE,Adelaide,Brisbane,2019,1,71227,585,94618
ADL,BNE,Adelaide,Brisbane,2019,2,57987,489,79971
ADL,BNE,Adelaide,Brisbane,2019,3,69034,539,88355
ADL,BNE,Adelaide,Brisbane,2019,4,74831,534,93062
ADL,BNE,Adelaide,Brisbane,2019,5,69620,540,94346
ADL,BNE,Adelaide,Brisbane,2019,6,64411,513,89466
ADL,BNE,Adelaide,Brisbane,2019,7,78957,545,95644
ADL,BNE,Adelaide,Brisbane,2019,8,73765,537,93108
ADL,BNE,Adelaide,Brisbane,2019,9,75747,539,94546
ADL,BNE,Adelaide,Brisbane,2019,10,86017,575,99820
ADL,BNE,Adelaide,Brisbane,2019,11,75534,537,92646
ADL,BNE,Adelaide,Brisbane,2019,12,78176,559,97022
ADL,BNE,Adelaide,Brisbane,2020,1,75173,545,95376
ADL,BNE,Adelaide,Brisbane,2020,2,60687,496,86329
ADL,BNE,Adelaide,Brisbane,2020,3,45456,422,72908
ADL,BNE,Adelaide,Brisbane,2020,4,NA,NA,NA
ADL,BNE,Adelaide,Brisbane,2020,5,0,0,0
ADL,BNE,Adelaide,Brisbane,2020,6,NA,NA,NA
ADL,BNE,Adelaide,Brisbane,2020,7,18226,140,21049
ADL,BNE,Adelaide,Brisbane,2020,8,27220,270,44924
ADL,BNE,Adelaide,Brisbane,2020,9,29020,244,40559
ADL,BNE,Adelaide,Brisbane,2020,10,44849,345,58258
ADL,BNE,Adelaide,Brisbane,2020,11,27540,247,39996
ADL,BNE,Adelaide,Brisbane,2020,12,32187,299,47680
ADL,BNE,Adelaide,Brisbane,2021,1,37695,391,64438
ADL,BNE,Adelaide,Brisbane,2021,2,37654,341,54320
ADL,BNE,Adelaide,Brisbane,2021,3,46627,456,74259
ADL,BNE,Adelaide,Brisbane,2021,4,42908,398,66872
ADL,BNE,Adelaide,Brisbane,2021,5,57773,480,80724
ADL,BNE,Adelaide,Brisbane,2021,6,56852,464,78098
ADL,BNE,Adelaide,Brisbane,2021,7,11975,230,37263
ADL,BNE,Adelaide,Brisbane,2021,8,6622,118,17776
ADL,BNE,Adelaide,Brisbane,2021,9,30166,314,50994
ADL,BNE,Adelaide,Brisbane,2021,10,36160,386,64264
ADL,BNE,Adelaide,Brisbane,2021,11,46870,438,71963
ADL,BNE,Adelaide,Brisbane,2021,12,40144,455,74524
ADL,BNE,Adelaide,Brisbane,2022,1,33124,361,58806
ADL,BNE,Adelaide,Brisbane,2022,2,33021,281,44744
ADL,BNE,Adelaide,Brisbane,2022,3,50606,405,65992
ADL,BNE,Adelaide,Brisbane,2022,4,62084,489,72225
ADL,BNE,Adelaide,Brisbane,2022,5,59943,501,72873
ADL,BNE,Adelaide,Brisbane,2022,6,58452,510,73005
ADL,BNE,Adelaide,Brisbane,2022,7,69010,474,80281
ADL,BNE,Adelaide,Brisbane,2022,8,66348,478,80560
ADL,BNE,Adelaide,Brisbane,2022,9,67204,458,77132
ADL,BNE,Adelaide,Brisbane,2022,10,77394,519,87559
ADL,BNE,Adelaide,Brisbane,2022,11,69498,583,82197
ADL,BNE,Adelaide,Brisbane,2022,12,66561,630,79586
ADL,BNE,Adelaide,Brisbane,2023,1,61486,680,79367
ADL,BNE,Adelaide,Brisbane,2023,2,55154,608,73393
ADL,BNE,Adelaide,Brisbane,2023,3,66933,661,78815
ADL,BNE,Adelaide,Brisbane,2023,4,66731,690,81886
ADL,BNE,Adelaide,Brisbane,2023,5,66515,720,85658
ADL,BNE,Adelaide,Brisbane,2023,6,62478,695,81830
ADL,BNE,Adelaide,Brisbane,2023,7,70605,725,84590
ADL,BNE,Adelaide,Brisbane,2023,8,69683,727,85131
ADL,BNE,Adelaide,Brisbane,2023,9,68251,694,80647
ADL,BNE,Adelaide,Brisbane,2023,10,76236,700,86065
ADL,BNE,Adelaide,Brisbane,2023,11,78847,751,94954
ADL,BNE,Adelaide,Brisbane,2023,12,76265,729,93623
ADL,BNE,Adelaide,Brisbane,2024,1,72443,730,95758
ADL,BNE,Adelaide,Brisbane,2024,2,65440,680,88891
ADL,BNE,Adelaide,Brisbane,2024,3,74679,713,96075
ADL,BNE,Adelaide,Brisbane,2024,4,76887,734,97344
ADL,BNE,Adelaide,Brisbane,2024,5,68020,707,93820
ADL,BNE,Adelaide,Brisbane,2024,6,66371,675,90763
ADL,BNE,Adelaide,Brisbane,2024,7,75539,709,92450
ADL,BNE,Adelaide,Brisbane,2024,8,70612,648,81096
ADL,BNE,Adelaide,Brisbane,2024,9,70234,626,79808
ADL,BNE,Adelaide,Brisbane,2024,10,77110,655,83303
ADL,BNE,Adelaide,Brisbane,2024,11,78710,679,87072
ADL,BNE,Adelaide,Brisbane,2024,12,79281,690,90685
ADL,BNE,Adelaide,Brisbane,2025,1,72589,677,89494
ADL,BNE,Adelaide,Brisbane,2025,2,65200,623,81677
ADL,BNE,Adelaide,Brisbane,2025,3,67759,628,85049
ADL,BNE,Adelaide,Brisbane,2025,4,70251,621,80091
ADL,BNE,Adelaide,Brisbane,2025,5,68880,643,82705
ADL,BNE,Adelaide,Brisbane,2025,6,67385,628,81180
ADL,BNE,Adelaide,Brisbane,2025,7,75909,670,87343
ADL,BNE,Adelaide,Brisbane,2025,8,72147,634,84658
ADL,BNE,Adelaide,Brisbane,2025,9,71379,635,84561
ADL,CBR,Adelaide,Canberra,2016,1,10363,122,16983
ADL,CBR,Adelaide,Canberra,2016,2,13337,142,20536
ADL,CBR,Adelaide,Canberra,2016,3,16394,153,22253
ADL,CBR,Adelaide,Canberra,2016,4,14739,144,21582
ADL,CBR,Adelaide,Canberra,2016,5,14102,138,19992
ADL,CBR,Adelaide,Canberra,2016,6,13691,129,19016
ADL,CBR,Adelaide,Canberra,2016,7,13205,139,20357
ADL,CBR,Adelaide,Canberra,2016,8,14992,157,23968
ADL,CBR,Adelaide,Canberra,2016,9,15933,151,22524
ADL,CBR,Adelaide,Canberra,2016,10,15416,150,22592
ADL,CBR,Adelaide,Canberra,2016,11,17117,152,23779
ADL,CBR,Adelaide,Canberra,2016,12,14757,142,22132
ADL,CBR,Adelaide,Canberra,2017,1,11594,124,18448
ADL,CBR,Adelaide,Canberra,2017,2,13293,142,21956
ADL,CBR,Adelaide,Canberra,2017,3,16457,157,25135
ADL,CBR,Adelaide,Canberra,2017,4,14537,128,21164
ADL,CBR,Adelaide,Canberra,2017,5,13819,136,23088
ADL,CBR,Adelaide,Canberra,2017,6,14131,134,22490
ADL,CBR,Adelaide,Canberra,2017,7,15135,150,25202
ADL,CBR,Adelaide,Canberra,2017,8,15562,156,26568
ADL,CBR,Adelaide,Canberra,2017,9,16283,145,24707
ADL,CBR,Adelaide,Canberra,2017,10,17365,156,26394
ADL,CBR,Adelaide,Canberra,2017,11,18040,153,25874
ADL,CBR,Adelaide,Canberra,2017,12,15360,134,22558
ADL,CBR,Adelaide,Canberra,2018,1,12333,122,20445
ADL,CBR,Adelaide,Canberra,2018,2,14467,140,23766
ADL,CBR,Adelaide,Canberra,2018,3,17575,150,25326
ADL,CBR,Adelaide,Canberra,2018,4,16137,132,22251
ADL,CBR,Adelaide,Canberra,2018,5,16737,144,24242
ADL,CBR,Adelaide,Canberra,2018,6,15209,132,22251
ADL,CBR,Adelaide,Canberra,2018,7,16160,140,23638
ADL,CBR,Adelaide,Canberra,2018,8,17654,160,27144
ADL,CBR,Adelaide,Canberra,2018,9,17909,153,25034
ADL,CBR,Adelaide,Canberra,2018,10,18437,160,26794
ADL,CBR,Adelaide,Canberra,2018,11,17605,142,23641
ADL,CBR,Adelaide,Canberra,2018,12,14962,134,21889
ADL,CBR,Adelaide,Canberra,2019,1,11865,122,20236
ADL,CBR,Adelaide,Canberra,2019,2,14263,136,22696
ADL,CBR,Adelaide,Canberra,2019,3,17846,150,24749
ADL,CBR,Adelaide,Canberra,2019,4,16894,150,25309
ADL,CBR,Adelaide,Canberra,2019,5,16512,162,27142
ADL,CBR,Adelaide,Canberra,2019,6,14929,141,23196
ADL,CBR,Adelaide,Canberra,2019,7,16083,154,25758
ADL,CBR,Adelaide,Canberra,2019,8,16875,159,26374
ADL,CBR,Adelaide,Canberra,2019,9,17117,153,25578
ADL,CBR,Adelaide,Canberra,2019,10,18788,160,26794
ADL,CBR,Adelaide,Canberra,2019,11,17851,143,23642
ADL,CBR,Adelaide,Canberra,2019,12,16420,136,22572
ADL,CBR,Adelaide,Canberra,2020,1,12283,120,19888
ADL,CBR,Adelaide,Canberra,2020,2,14618,138,22928
ADL,CBR,Adelaide,Canberra,2020,3,10147,123,20327
ADL,CBR,Adelaide,Canberra,2020,4,0,0,0
ADL,CBR,Adelaide,Canberra,2020,5,0,0,0
ADL,CBR,Adelaide,Canberra,2020,6,0,0,0
ADL,CBR,Adelaide,Canberra,2020,7,NA,NA,NA
ADL,CBR,Adelaide,Canberra,2020,8,NA,NA,NA
ADL,CBR,Adelaide,Canberra,2020,9,NA,NA,NA
ADL,CBR,Adelaide,Canberra,2020,10,9597,96,14979
ADL,CBR,Adelaide,Canberra,2020,11,NA,NA,NA
ADL,CBR,Adelaide,Canberra,2020,12,9412,98,15364
ADL,CBR,Adelaide,Canberra,2021,1,9483,120,19412
ADL,CBR,Adelaide,Canberra,2021,2,9294,90,14460
ADL,CBR,Adelaide,Canberra,2021,3,12123,112,18548
ADL,CBR,Adelaide,Canberra,2021,4,12880,98,17080
ADL,CBR,Adelaide,Canberra,2021,5,14484,131,22814
ADL,CBR,Adelaide,Canberra,2021,6,13298,124,21610
ADL,CBR,Adelaide,Canberra,2021,7,NA,NA,NA
ADL,CBR,Adelaide,Canberra,2021,8,NA,NA,NA
ADL,CBR,Adelaide,Canberra,2021,9,NA,NA,NA
ADL,CBR,Adelaide,Canberra,2021,10,NA,NA,NA
ADL,CBR,Adelaide,Canberra,2021,11,NA,NA,NA
ADL,CBR,Adelaide,Canberra,2021,12,8818,109,18993
ADL,CBR,Adelaide,Canberra,2022,1,NA,NA,NA
ADL,CBR,Adelaide,Canberra,2022,2,NA,NA,NA
ADL,CBR,Adelaide,Canberra,2022,3,11663,153,17320
ADL,CBR,Adelaide,Canberra,2022,4,12715,148,16327
ADL,CBR,Adelaide,Canberra,2022,5,13295,168,19145
ADL,CBR,Adelaide,Canberra,2022,6,12299,153,16944
ADL,CBR,Adelaide,Canberra,2022,7,13271,156,16866
ADL,CBR,Adelaide,Canberra,2022,8,13532,174,19238
ADL,CBR,Adelaide,Canberra,2022,9,15461,172,19117
ADL,CBR,Adelaide,Canberra,2022,10,16015,174,19475
ADL,CBR,Adelaide,Canberra,2022,11,16853,195,22515
ADL,CBR,Adelaide,Canberra,2022,12,15862,206,23516
ADL,CBR,Adelaide,Canberra,2023,1,10187,151,17499
ADL,CBR,Adelaide,Canberra,2023,2,13996,231,25896
ADL,CBR,Adelaide,Canberra,2023,3,17983,254,28758
ADL,CBR,Adelaide,Canberra,2023,4,16724,264,28961
ADL,CBR,Adelaide,Canberra,2023,5,17762,275,30737
ADL,CBR,Adelaide,Canberra,2023,6,16186,260,28197
ADL,CBR,Adelaide,Canberra,2023,7,16133,254,26806
