origin_city,dest_city,dest_country,n_passengers_in,n_passengers_out,year,month
Sydney,Santiago,Chile,98,32,2021,10
Sydney,Seoul,Korea,222,845,2021,10
Sydney,Shanghai,China,150,908,2021,10
Sydney,Shenzhen,China,NA,NA,2021,10
Sydney,Singapore,Singapore,975,1218,2021,10
Sydney,Taipei,Taiwan,79,259,2021,10
Sydney,Tokyo,Japan,724,741,2021,10
Sydney,Vancouver,Canada,NA,NA,2021,10
Sydney,Xiamen,China,278,2124,2021,10
Toowoomba Wellcamp,Hong Kong,Hong Kong (SAR),NA,NA,2021,10
Toowoomba Wellcamp,Singapore,Singapore,NA,0,2021,10
Adelaide,Doha,Qatar,402,319,2021,11
Adelaide,Hong Kong,Hong Kong (SAR),NA,NA,2021,11
Adelaide,Kuala Lumpur,Malaysia,77,5,2021,11
Adelaide,Singapore,Singapore,407,157,2021,11
Adelaide,Tokyo,Japan,73,NA,2021,11
Brisbane,Auckland,New Zealand,823,1012,2021,11
Brisbane,Doha,Qatar,977,949,2021,11
Brisbane,Dubai,United Arab Emirates,628,974,2021,11
Brisbane,Hong Kong,Hong Kong (SAR),0,0,2021,11
Brisbane,Honiara,Solomon Islands,72,22,2021,11
Brisbane,Nadi,Fiji,44,134,2021,11
Brisbane,Nauru,Nauru,40,40,2021,11
Brisbane,Port Moresby,Papua New Guinea,668,433,2021,11
Brisbane,Port Vila,Vanuatu,61,43,2021,11
Brisbane,Singapore,Singapore,1081,825,2021,11
Brisbane,Taipei,Taiwan,207,412,2021,11
Brisbane,Tokyo,Japan,NA,NA,2021,11
Cairns,Hong Kong,Hong Kong (SAR),NA,NA,2021,11
Cairns,Port Moresby,Papua New Guinea,367,96,2021,11
Canberra,Singapore,Singapore,118,NA,2021,11
Darwin,Hong Kong,Hong Kong (SAR),NA,NA,2021,11
Darwin,Singapore,Singapore,63,4,2021,11
Melbourne,Abu Dhabi,United Arab Emirates,NA,383,2021,11
Melbourne,Anchorage,USA,NA,NA,2021,11
Melbourne,Auckland,New Zealand,511,1415,2021,11
Melbourne,Bandar Seri Begawan,Brunei,NA,18,2021,11
Melbourne,Chicago,USA,NA,NA,2021,11
Melbourne,Christchurch,New Zealand,NA,NA,2021,11
Melbourne,Cincinnati,USA,NA,NA,2021,11
Melbourne,Colombo,Sri Lanka,NA,592,2021,11
Melbourne,Doha,Qatar,NA,1390,2021,11
Melbourne,Dubai,United Arab Emirates,NA,1493,2021,11
Melbourne,Guangzhou,China,NA,NA,2021,11
Melbourne,Hanoi,Vietnam,NA,NA,2021,11
Melbourne,Ho Chi Minh City,Vietnam,NA,514,2021,11
Melbourne,Hong Kong,Hong Kong (SAR),0,496,2021,11
Melbourne,Honolulu,USA,NA,NA,2021,11
Melbourne,Jakarta,Indonesia,NA,258,2021,11
Melbourne,Kuala Lumpur,Malaysia,0,314,2021,11
Melbourne,Los Angeles,USA,0,0,2021,11
Melbourne,Manila,Philippines,NA,NA,2021,11
Melbourne,New York,USA,NA,NA,2021,11
Melbourne,Phnom Penh,Cambodia,NA,NA,2021,11
Melbourne,Shanghai,China,NA,NA,2021,11
Melbourne,Singapore,Singapore,NA,1362,2021,11
Melbourne,Taipei,Taiwan,NA,111,2021,11
Melbourne,Tokyo,Japan,NA,NA,2021,11
Melbourne,Vancouver,Canada,NA,NA,2021,11
Perth,Doha,Qatar,833,907,2021,11
Perth,Dubai,United Arab Emirates,648,801,2021,11
Perth,Hong Kong,Hong Kong (SAR),236,65,2021,11
Perth,Jakarta,Indonesia,257,156,2021,11
Perth,Kuala Lumpur,Malaysia,30,168,2021,11
Perth,Singapore,Singapore,1644,808,2021,11
Sydney,Abu Dhabi,United Arab Emirates,758,452,2021,11
Sydney,Anchorage,USA,NA,NA,2021,11
Sydney,Auckland,New Zealand,3983,1638,2021,11
Sydney,Bangkok,Thailand,181,558,2021,11
Sydney,Chicago,USA,NA,NA,2021,11
Sydney,Chongqing,China,NA,NA,2021,11
Sydney,Christchurch,New Zealand,NA,NA,2021,11
Sydney,Cincinnati,USA,NA,NA,2021,11
Sydney,Colombo,Sri Lanka,141,540,2021,11
Sydney,Dallas,USA,NA,NA,2021,11
Sydney,Denpasar,Indonesia,NA,NA,2021,11
Sydney,Doha,Qatar,1226,1637,2021,11
Sydney,Dubai,United Arab Emirates,783,2146,2021,11
Sydney,Guam,Guam,NA,NA,2021,11
Sydney,Guangzhou,China,345,4265,2021,11
Sydney,Hangzhou,China,143,921,2021,11
Sydney,Hanoi,Vietnam,NA,NA,2021,11
Sydney,Ho Chi Minh City,Vietnam,248,177,2021,11
Sydney,Hong Kong,Hong Kong (SAR),651,1122,2021,11
Sydney,Honolulu,USA,0,NA,2021,11
Sydney,Jakarta,Indonesia,178,249,2021,11
Sydney,Kuala Lumpur,Malaysia,271,266,2021,11
Sydney,Los Angeles,USA,1804,1277,2021,11
Sydney,Louisville,USA,NA,NA,2021,11
Sydney,Luzon Island,Philippines,NA,0,2021,11
Sydney,Macau,Macau,NA,0,2021,11
Sydney,Manila,Philippines,58,107,2021,11
Sydney,Nadi,Fiji,243,NA,2021,11
Sydney,Nanjing,China,NA,NA,2021,11
Sydney,New Delhi,India,352,911,2021,11
Sydney,New York,USA,NA,NA,2021,11
Sydney,Noumea,New Caledonia,79,64,2021,11
Sydney,San Francisco,USA,1076,1419,2021,11
Sydney,Seoul,Korea,174,609,2021,11
Sydney,Shanghai,China,176,941,2021,11
Sydney,Shenzhen,China,NA,0,2021,11
Sydney,Singapore,Singapore,1507,1409,2021,11
Sydney,Taipei,Taiwan,119,237,2021,11
Sydney,Tokyo,Japan,1132,973,2021,11
Sydney,Vancouver,Canada,NA,NA,2021,11
Sydney,Xiamen,China,272,2450,2021,11
Toowoomba Wellcamp,Hong Kong,Hong Kong (SAR),NA,NA,2021,11
Toowoomba Wellcamp,Singapore,Singapore,NA,NA,2021,11
Adelaide,Doha,Qatar,634,319,2021,12
Adelaide,Hong Kong,Hong Kong (SAR),NA,NA,2021,12
Adelaide,Kuala Lumpur,Malaysia,67,16,2021,12
Adelaide,Singapore,Singapore,728,307,2021,12
Adelaide,Tokyo,Japan,NA,68,2021,12
Brisbane,Auckland,New Zealand,729,1205,2021,12
Brisbane,Denpasar,Indonesia,NA,NA,2021,12
Brisbane,Doha,Qatar,952,957,2021,12
Brisbane,Dubai,United Arab Emirates,717,849,2021,12
Brisbane,Hong Kong,Hong Kong (SAR),0,0,2021,12
Brisbane,Honiara,Solomon Islands,64,59,2021,12
Brisbane,Kuala Lumpur,Malaysia,NA,163,2021,12
Brisbane,Los Angeles,USA,NA,NA,2021,12
Brisbane,Manila,Philippines,34,49,2021,12
Brisbane,Nadi,Fiji,17,47,2021,12
Brisbane,Nauru,Nauru,62,51,2021,12
Brisbane,New Delhi,India,145,NA,2021,12
Brisbane,Port Moresby,Papua New Guinea,966,537,2021,12
Brisbane,Port Vila,Vanuatu,76,161,2021,12
Brisbane,Singapore,Singapore,1385,1182,2021,12
Brisbane,Taipei,Taiwan,155,279,2021,12
Brisbane,Tokyo,Japan,NA,NA,2021,12
Brisbane,Vancouver,Canada,NA,NA,2021,12
Cairns,Hong Kong,Hong Kong (SAR),NA,NA,2021,12
Cairns,Port Moresby,Papua New Guinea,250,106,2021,12
Cairns,Singapore,Singapore,NA,0,2021,12
Darwin,Hong Kong,Hong Kong (SAR),NA,NA,2021,12
Darwin,Shanghai,China,NA,NA,2021,12
Darwin,Singapore,Singapore,8,NA,2021,12
Hobart,Hong Kong,Hong Kong (SAR),NA,NA,2021,12
Melbourne,Abu Dhabi,United Arab Emirates,523,575,2021,12
Melbourne,Anchorage,USA,NA,NA,2021,12
Melbourne,Auckland,New Zealand,1936,1104,2021,12
Melbourne,Bandar Seri Begawan,Brunei,14,29,2021,12
Melbourne,Bangkok,Thailand,NA,NA,2021,12
Melbourne,Chicago,USA,NA,NA,2021,12
Melbourne,Christchurch,New Zealand,NA,NA,2021,12
Melbourne,Cincinnati,USA,NA,NA,2021,12
Melbourne,Colombo,Sri Lanka,188,1364,2021,12
Melbourne,Doha,Qatar,500,1537,2021,12
Melbourne,Dubai,United Arab Emirates,389,1649,2021,12
Melbourne,Guangzhou,China,51,923,2021,12
Melbourne,Hanoi,Vietnam,NA,NA,2021,12
Melbourne,Ho Chi Minh City,Vietnam,NA,332,2021,12
Melbourne,Hong Kong,Hong Kong (SAR),298,386,2021,12
Melbourne,Honolulu,USA,NA,NA,2021,12
Melbourne,Jakarta,Indonesia,58,368,2021,12
Melbourne,Kuala Lumpur,Malaysia,76,196,2021,12
Melbourne,Los Angeles,USA,0,0,2021,12
Melbourne,Manila,Philippines,85,120,2021,12
Melbourne,New Delhi,India,102,46,2021,12
Melbourne,New York,USA,NA,NA,2021,12
Melbourne,Phnom Penh,Cambodia,NA,NA,2021,12
Melbourne,Shanghai,China,NA,NA,2021,12
Melbourne,Singapore,Singapore,744,2214,2021,12
Melbourne,Taipei,Taiwan,61,146,2021,12
Melbourne,Tokyo,Japan,73,NA,2021,12
Melbourne,Vancouver,Canada,NA,NA,2021,12
Perth,Bangkok,Thailand,NA,NA,2021,12
Perth,Doha,Qatar,1148,1019,2021,12
Perth,Dubai,United Arab Emirates,569,824,2021,12
Perth,Hong Kong,Hong Kong (SAR),234,125,2021,12
Perth,Jakarta,Indonesia,263,222,2021,12
Perth,Kuala Lumpur,Malaysia,NA,175,2021,12
Perth,Singapore,Singapore,1882,1028,2021,12
Sydney,Abu Dhabi,United Arab Emirates,716,723,2021,12
Sydney,Anchorage,USA,NA,NA,2021,12
Sydney,Auckland,New Zealand,4603,1982,2021,12
Sydney,Bahrain,Bahrain,NA,NA,2021,12
Sydney,Bangkok,Thailand,104,427,2021,12
Sydney,Chicago,USA,NA,NA,2021,12
Sydney,Chongqing,China,NA,NA,2021,12
Sydney,Christchurch,New Zealand,NA,NA,2021,12
Sydney,Cincinnati,USA,NA,NA,2021,12
Sydney,Colombo,Sri Lanka,328,894,2021,12
Sydney,Dallas,USA,NA,NA,2021,12
Sydney,Denpasar,Indonesia,NA,NA,2021,12
Sydney,Doha,Qatar,1195,2126,2021,12
Sydney,Dubai,United Arab Emirates,641,2355,2021,12
Sydney,Guam,Guam,NA,NA,2021,12
Sydney,Guangzhou,China,226,3244,2021,12
Sydney,Hangzhou,China,125,1113,2021,12
Sydney,Hanoi,Vietnam,NA,NA,2021,12
Sydney,Ho Chi Minh City,Vietnam,225,416,2021,12
Sydney,Hong Kong,Hong Kong (SAR),655,870,2021,12
Sydney,Honolulu,USA,NA,NA,2021,12
Sydney,Jakarta,Indonesia,189,440,2021,12
Sydney,Kuala Lumpur,Malaysia,112,202,2021,12
Sydney,Los Angeles,USA,1924,1813,2021,12
Sydney,Louisville,USA,NA,NA,2021,12
Sydney,Manila,Philippines,127,238,2021,12
Sydney,Nadi,Fiji,167,95,2021,12
Sydney,Nanjing,China,NA,NA,2021,12
Sydney,New Delhi,India,224,777,2021,12
Sydney,New York,USA,NA,NA,2021,12
Sydney,Noumea,New Caledonia,70,95,2021,12
Sydney,San Francisco,USA,914,1033,2021,12
Sydney,Santiago,Chile,99,65,2021,12
Sydney,Seoul,Korea,193,791,2021,12
Sydney,Shanghai,China,170,1143,2021,12
Sydney,Shenzhen,China,NA,NA,2021,12
Sydney,Singapore,Singapore,1924,1899,2021,12
Sydney,Taipei,Taiwan,99,170,2021,12
Sydney,Tokyo,Japan,934,1219,2021,12
Sydney,Vancouver,Canada,NA,NA,2021,12
Sydney,Xiamen,China,188,2306,2021,12
Toowoomba Wellcamp,Hong Kong,Hong Kong (SAR),NA,NA,2021,12
Toowoomba Wellcamp,Singapore,Singapore,NA,0,2021,12
Adelaide,Doha,Qatar,1036,307,2021,1
Adelaide,Hong Kong,Hong Kong (SAR),NA,NA,2021,1
Adelaide,Kuala Lumpur,Malaysia,145,10,2021,1
Adelaide,Los Angeles,USA,13,NA,2021,1
Adelaide,Singapore,Singapore,921,209,2021,1
Brisbane,Auckland,New Zealand,1435,1067,2021,1
Brisbane,Denpasar,Indonesia,NA,NA,2021,1
Brisbane,Doha,Qatar,813,697,2021,1
Brisbane,Dubai,United Arab Emirates,358,900,2021,1
Brisbane,Ho Chi Minh City,Vietnam,NA,NA,2021,1
Brisbane,Hong Kong,Hong Kong (SAR),92,79,2021,1
Brisbane,Honiara,Solomon Islands,75,87,2021,1
Brisbane,Kuala Lumpur,Malaysia,NA,167,2021,1
Brisbane,Los Angeles,USA,NA,NA,2021,1
Brisbane,Manila,Philippines,2,NA,2021,1
Brisbane,Nadi,Fiji,40,106,2021,1
Brisbane,Nauru,Nauru,86,114,2021,1
Brisbane,New Delhi,India,223,NA,2021,1
Brisbane,Port Moresby,Papua New Guinea,649,691,2021,1
Brisbane,Port Vila,Vanuatu,51,219,2021,1
Brisbane,Singapore,Singapore,756,903,2021,1
Brisbane,Taipei,Taiwan,79,254,2021,1
Brisbane,Tokyo,Japan,NA,NA,2021,1
Cairns,Hong Kong,Hong Kong (SAR),NA,NA,2021,1
Cairns,Port Moresby,Papua New Guinea,267,127,2021,1
Cairns,Singapore,Singapore,NA,0,2021,1
Cairns,Tokyo,Japan,NA,NA,2021,1
Darwin,Hong Kong,Hong Kong (SAR),NA,NA,2021,1
Hobart,Hong Kong,Hong Kong (SAR),NA,NA,2021,1
Melbourne,Abu Dhabi,United Arab Emirates,935,662,2021,1
Melbourne,Anchorage,USA,NA,NA,2021,1
Melbourne,Auckland,New Zealand,2052,1104,2021,1
Melbourne,Bandar Seri Begawan,Brunei,24,32,2021,1
Melbourne,Bangkok,Thailand,NA,NA,2021,1
Melbourne,Chicago,USA,NA,NA,2021,1
Melbourne,Christchurch,New Zealand,NA,NA,2021,1
Melbourne,Cincinnati,USA,NA,NA,2021,1
Melbourne,Colombo,Sri Lanka,197,1484,2021,1
Melbourne,Doha,Qatar,1038,1347,2021,1
Melbourne,Dubai,United Arab Emirates,413,1320,2021,1
Melbourne,Guangzhou,China,96,1762,2021,1
Melbourne,Hanoi,Vietnam,NA,NA,2021,1
Melbourne,Ho Chi Minh City,Vietnam,NA,NA,2021,1
Melbourne,Hong Kong,Hong Kong (SAR),337,282,2021,1
Melbourne,Honolulu,USA,NA,NA,2021,1
Melbourne,Jakarta,Indonesia,96,215,2021,1
Melbourne,Kuala Lumpur,Malaysia,141,539,2021,1
Melbourne,Los Angeles,USA,147,NA,2021,1
Melbourne,Manila,Philippines,31,33,2021,1
Melbourne,Nadi,Fiji,15,66,2021,1
Melbourne,New York,USA,NA,NA,2021,1
Melbourne,Shanghai,China,NA,NA,2021,1
Melbourne,Singapore,Singapore,1167,1301,2021,1
Melbourne,Taipei,Taiwan,64,193,2021,1
Melbourne,Tokyo,Japan,NA,NA,2021,1
Melbourne,Vancouver,Canada,NA,NA,2021,1
Perth,Doha,Qatar,907,773,2021,1
Perth,Dubai,United Arab Emirates,449,798,2021,1
Perth,Hong Kong,Hong Kong (SAR),127,125,2021,1
Perth,Jakarta,Indonesia,135,105,2021,1
Perth,Kuala Lumpur,Malaysia,0,0,2021,1
Perth,Singapore,Singapore,1379,887,2021,1
Sydney,Abu Dhabi,United Arab Emirates,530,765,2021,1
Sydney,Anchorage,USA,NA,NA,2021,1
Sydney,Auckland,New Zealand,2382,1577,2021,1
Sydney,Bahrain,Bahrain,NA,NA,2021,1
Sydney,Bangkok,Thailand,94,299,2021,1
Sydney,Chicago,USA,NA,NA,2021,1
Sydney,Chongqing,China,NA,NA,2021,1
Sydney,Christchurch,New Zealand,NA,NA,2021,1
Sydney,Cincinnati,USA,NA,NA,2021,1
Sydney,Colombo,Sri Lanka,210,745,2021,1
Sydney,Dallas,USA,NA,NA,2021,1
Sydney,Doha,Qatar,903,1560,2021,1
Sydney,Dubai,United Arab Emirates,345,1518,2021,1
Sydney,Guam,Guam,NA,NA,2021,1
Sydney,Guangzhou,China,120,2105,2021,1
Sydney,Hangzhou,China,133,1102,2021,1
Sydney,Hanoi,Vietnam,NA,NA,2021,1
Sydney,Ho Chi Minh City,Vietnam,123,349,2021,1
Sydney,Hong Kong,Hong Kong (SAR),578,679,2021,1
Sydney,Honolulu,USA,NA,0,2021,1
Sydney,Jakarta,Indonesia,149,240,2021,1
Sydney,Kota Kinabalu,Malaysia,NA,NA,2021,1
Sydney,Kuala Lumpur,Malaysia,142,207,2021,1
Sydney,Los Angeles,USA,1437,1932,2021,1
Sydney,Louisville,USA,NA,NA,2021,1
Sydney,Manila,Philippines,56,82,2021,1
Sydney,Nadi,Fiji,288,171,2021,1
Sydney,Nagoya,Japan,NA,NA,2021,1
Sydney,Nanjing,China,NA,NA,2021,1
Sydney,New Delhi,India,93,601,2021,1
Sydney,New York,USA,NA,NA,2021,1
Sydney,Noumea,New Caledonia,74,55,2021,1
Sydney,San Francisco,USA,777,1130,2021,1
Sydney,Santiago,Chile,26,NA,2021,1
Sydney,Seoul,Korea,167,700,2021,1
Sydney,Shanghai,China,21,883,2021,1
Sydney,Shenzhen,China,NA,NA,2021,1
Sydney,Singapore,Singapore,1249,1460,2021,1
Sydney,Taipei,Taiwan,65,213,2021,1
Sydney,Tokyo,Japan,844,560,2021,1
Sydney,Vancouver,Canada,NA,NA,2021,1
Sydney,Xiamen,China,226,1751,2021,1
Toowoomba Wellcamp,Hong Kong,Hong Kong (SAR),NA,NA,2021,1
Toowoomba Wellcamp,Singapore,Singapore,NA,0,2021,1
Adelaide,Doha,Qatar,879,293,2021,2
Adelaide,Hong Kong,Hong Kong (SAR),NA,NA,2021,2
Adelaide,Kuala Lumpur,Malaysia,127,2,2021,2
Adelaide,Singapore,Singapore,913,164,2021,2
Brisbane,Auckland,New Zealand,1348,977,2021,2
Brisbane,Bangkok,Thailand,NA,NA,2021,2
Brisbane,Denpasar,Indonesia,NA,NA,2021,2
Brisbane,Doha,Qatar,852,578,2021,2
Brisbane,Dubai,United Arab Emirates,498,555,2021,2
Brisbane,Ho Chi Minh City,Vietnam,NA,NA,2021,2
Brisbane,Hong Kong,Hong Kong (SAR),19,25,2021,2
Brisbane,Honiara,Solomon Islands,85,54,2021,2
Brisbane,Kuala Lumpur,Malaysia,NA,154,2021,2
Brisbane,Los Angeles,USA,NA,NA,2021,2
Brisbane,Manila,Philippines,40,NA,2021,2
Brisbane,Nadi,Fiji,53,122,2021,2
Brisbane,Nauru,Nauru,58,99,2021,2
Brisbane,New Delhi,India,144,NA,2021,2
Brisbane,Port Moresby,Papua New Guinea,458,510,2021,2
Brisbane,Port Vila,Vanuatu,37,106,2021,2
Brisbane,Singapore,Singapore,950,873,2021,2
Brisbane,Taipei,Taiwan,44,91,2021,2
Brisbane,Tokyo,Japan,NA,NA,2021,2
Cairns,Hong Kong,Hong Kong (SAR),NA,NA,2021,2
Cairns,Port Moresby,Papua New Guinea,184,104,2021,2
Cairns,Singapore,Singapore,NA,0,2021,2
Cairns,Tokyo,Japan,NA,NA,2021,2
Darwin,Hong Kong,Hong Kong (SAR),NA,NA,2021,2
Hobart,Hong Kong,Hong Kong (SAR),NA,NA,2021,2
Melbourne,Abu Dhabi,United Arab Emirates,245,353,2021,2
Melbourne,Anchorage,USA,NA,NA,2021,2
Melbourne,Auckland,New Zealand,1488,791,2021,2
Melbourne,Bandar Seri Begawan,Brunei,4,18,2021,2
Melbourne,Bangkok,Thailand,NA,NA,2021,2
Melbourne,Chicago,USA,NA,NA,2021,2
Melbourne,Christchurch,New Zealand,NA,NA,2021,2
Melbourne,Cincinnati,USA,NA,NA,2021,2
Melbourne,Colombo,Sri Lanka,85,1003,2021,2
Melbourne,Doha,Qatar,402,1526,2021,2
Melbourne,Dubai,United Arab Emirates,177,1201,2021,2
Melbourne,Guangzhou,China,46,1577,2021,2
Melbourne,Hanoi,Vietnam,NA,NA,2021,2
Melbourne,Ho Chi Minh City,Vietnam,NA,NA,2021,2
Melbourne,Hong Kong,Hong Kong (SAR),77,171,2021,2
Melbourne,Honolulu,USA,NA,NA,2021,2
Melbourne,Jakarta,Indonesia,48,123,2021,2
Melbourne,Kuala Lumpur,Malaysia,69,142,2021,2
Melbourne,Los Angeles,USA,0,0,2021,2
Melbourne,New York,USA,NA,NA,2021,2
Melbourne,Shanghai,China,NA,NA,2021,2
Melbourne,Singapore,Singapore,458,1158,2021,2
Melbourne,Taipei,Taiwan,20,59,2021,2
Melbourne,Tokyo,Japan,NA,NA,2021,2
Melbourne,Vancouver,Canada,NA,NA,2021,2
Perth,Batam,Indonesia,35,NA,2021,2
Perth,Doha,Qatar,808,616,2021,2
Perth,Dubai,United Arab Emirates,293,602,2021,2
Perth,Hong Kong,Hong Kong (SAR),83,56,2021,2
Perth,Jakarta,Indonesia,144,103,2021,2
Perth,Kuala Lumpur,Malaysia,0,0,2021,2
Perth,Singapore,Singapore,886,732,2021,2
Sydney,Abu Dhabi,United Arab Emirates,514,428,2021,2
Sydney,Anchorage,USA,NA,NA,2021,2
Sydney,Auckland,New Zealand,2097,1370,2021,2
Sydney,Bahrain,Bahrain,NA,NA,2021,2
Sydney,Bandar Seri Begawan,Brunei,NA,0,2021,2
Sydney,Bangkok,Thailand,90,212,2021,2
Sydney,Batam,Indonesia,37,NA,2021,2
Sydney,Chicago,USA,NA,NA,2021,2
Sydney,Chongqing,China,NA,NA,2021,2
Sydney,Christchurch,New Zealand,NA,26,2021,2
Sydney,Cincinnati,USA,NA,NA,2021,2
Sydney,Colombo,Sri Lanka,153,626,2021,2
Sydney,Dallas,USA,NA,NA,2021,2
Sydney,Doha,Qatar,905,1518,2021,2
Sydney,Dubai,United Arab Emirates,470,621,2021,2
Sydney,Guam,Guam,NA,NA,2021,2
Sydney,Guangzhou,China,79,1310,2021,2
Sydney,Hangzhou,China,90,476,2021,2
Sydney,Hanoi,Vietnam,NA,NA,2021,2
Sydney,Ho Chi Minh City,Vietnam,32,NA,2021,2
Sydney,Hong Kong,Hong Kong (SAR),267,381,2021,2
Sydney,Honolulu,USA,NA,NA,2021,2
Sydney,Jakarta,Indonesia,205,425,2021,2
Sydney,Kuala Lumpur,Malaysia,118,133,2021,2
Sydney,Los Angeles,USA,1226,1478,2021,2
Sydney,Louisville,USA,NA,NA,2021,2
Sydney,Manila,Philippines,81,81,2021,2
Sydney,Nadi,Fiji,132,83,2021,2
Sydney,Nagoya,Japan,NA,NA,2021,2
Sydney,Nanjing,China,NA,NA,2021,2
Sydney,New Delhi,India,93,511,2021,2
Sydney,New York,USA,NA,NA,2021,2
Sydney,Noumea,New Caledonia,66,70,2021,2
Sydney,San Francisco,USA,619,796,2021,2
Sydney,Santiago,Chile,120,18,2021,2
Sydney,Seoul,Korea,174,545,2021,2
Sydney,Shanghai,China,90,639,2021,2
Sydney,Shenzhen,China,NA,NA,2021,2
Sydney,Singapore,Singapore,1392,1492,2021,2
Sydney,Taipei,Taiwan,64,107,2021,2
Sydney,Tokyo,Japan,651,418,2021,2
Sydney,Vancouver,Canada,NA,NA,2021,2
Sydney,Xiamen,China,218,871,2021,2
Toowoomba Wellcamp,Hong Kong,Hong Kong (SAR),NA,NA,2021,2
Toowoomba Wellcamp,Singapore,Singapore,NA,0,2021,2
Adelaide,Doha,Qatar,930,227,2021,3
Adelaide,Hong Kong,Hong Kong (SAR),NA,NA,2021,3
Adelaide,Kuala Lumpur,Malaysia,127,10,2021,3
Adelaide,Singapore,Singapore,1067,176,2021,3
Brisbane,Auckland,New Zealand,1320,1085,2021,3
Brisbane,Christchurch,New Zealand,NA,NA,2021,3
Brisbane,Doha,Qatar,1368,626,2021,3
Brisbane,Dubai,United Arab Emirates,768,572,2021,3
Brisbane,Hong Kong,Hong Kong (SAR),NA,NA,2021,3
Brisbane,Honiara,Solomon Islands,52,43,2021,3
Brisbane,Los Angeles,USA,NA,NA,2021,3
Brisbane,Manila,Philippines,44,NA,2021,3
Brisbane,Medan,Indonesia,28,NA,2021,3
Brisbane,Nadi,Fiji,75,107,2021,3
Brisbane,Nauru,Nauru,48,133,2021,3
Brisbane,New Delhi,India,148,NA,2021,3
Brisbane,Port Moresby,Papua New Guinea,867,317,2021,3
Brisbane,Port Vila,Vanuatu,54,91,2021,3
Brisbane,Singapore,Singapore,1578,859,2021,3
Brisbane,Taipei,Taiwan,94,103,2021,3
Brisbane,Tokyo,Japan,NA,NA,2021,3
Cairns,Hong Kong,Hong Kong (SAR),NA,NA,2021,3
Cairns,Port Moresby,Papua New Guinea,171,47,2021,3
Cairns,Singapore,Singapore,NA,0,2021,3
Cairns,Tokyo,Japan,NA,NA,2021,3
Canberra,Singapore,Singapore,137,NA,2021,3
Darwin,Hong Kong,Hong Kong (SAR),NA,NA,2021,3
Melbourne,Abu Dhabi,United Arab Emirates,NA,340,2021,3
Melbourne,Anchorage,USA,NA,NA,2021,3
Melbourne,Auckland,New Zealand,1794,928,2021,3
Melbourne,Bandar Seri Begawan,Brunei,NA,8,2021,3
Melbourne,Bangkok,Thailand,NA,NA,2021,3
Melbourne,Chicago,USA,NA,NA,2021,3
Melbourne,Christchurch,New Zealand,NA,NA,2021,3
Melbourne,Cincinnati,USA,NA,NA,2021,3
Melbourne,Colombo,Sri Lanka,NA,773,2021,3
Melbourne,Doha,Qatar,NA,1121,2021,3
Melbourne,Dubai,United Arab Emirates,NA,1200,2021,3
Melbourne,Guangzhou,China,NA,1976,2021,3
Melbourne,Hanoi,Vietnam,NA,NA,2021,3
Melbourne,Ho Chi Minh City,Vietnam,NA,220,2021,3
Melbourne,Hong Kong,Hong Kong (SAR),NA,NA,2021,3
Melbourne,Honolulu,USA,NA,NA,2021,3
Melbourne,Jakarta,Indonesia,NA,101,2021,3
Melbourne,Kuala Lumpur,Malaysia,0,210,2021,3
Melbourne,Los Angeles,USA,NA,NA,2021,3
Melbourne,Manila,Philippines,NA,NA,2021,3
Melbourne,New York,USA,NA,NA,2021,3
Melbourne,Shanghai,China,NA,NA,2021,3
Melbourne,Singapore,Singapore,4,1188,2021,3
Melbourne,Taipei,Taiwan,NA,88,2021,3
Melbourne,Tokyo,Japan,NA,NA,2021,3
Melbourne,Vancouver,Canada,NA,NA,2021,3
Perth,Auckland,New Zealand,NA,61,2021,3
Perth,Batam,Indonesia,30,111,2021,3
Perth,Doha,Qatar,1057,836,2021,3
Perth,Dubai,United Arab Emirates,517,384,2021,3
Perth,Hong Kong,Hong Kong (SAR),NA,NA,2021,3
Perth,Jakarta,Indonesia,233,106,2021,3
Perth,Kuala Lumpur,Malaysia,0,0,2021,3
Perth,Medan,Indonesia,102,NA,2021,3
Perth,Singapore,Singapore,1634,859,2021,3
Sydney,Abu Dhabi,United Arab Emirates,721,432,2021,3
Sydney,Anchorage,USA,NA,NA,2021,3
Sydney,Auckland,New Zealand,3334,1446,2021,3
Sydney,Bahrain,Bahrain,NA,NA,2021,3
Sydney,Bandar Seri Begawan,Brunei,NA,NA,2021,3
Sydney,Bangkok,Thailand,134,237,2021,3
Sydney,Batam,Indonesia,45,9,2021,3
Sydney,Chicago,USA,NA,NA,2021,3
Sydney,Chongqing,China,NA,NA,2021,3
Sydney,Christchurch,New Zealand,25,NA,2021,3
Sydney,Cincinnati,USA,NA,NA,2021,3
Sydney,Colombo,Sri Lanka,167,477,2021,3
Sydney,Dallas,USA,NA,NA,2021,3
Sydney,Doha,Qatar,1307,1453,2021,3
Sydney,Dubai,United Arab Emirates,700,1299,2021,3
Sydney,Guam,Guam,NA,NA,2021,3
Sydney,Guangzhou,China,108,1256,2021,3
Sydney,Hangzhou,China,104,255,2021,3
Sydney,Hanoi,Vietnam,NA,80,2021,3
Sydney,Ho Chi Minh City,Vietnam,283,57,2021,3
Sydney,Hong Kong,Hong Kong (SAR),103,290,2021,3
Sydney,Honolulu,USA,NA,NA,2021,3
Sydney,Jakarta,Indonesia,250,151,2021,3
Sydney,Kuala Lumpur,Malaysia,241,172,2021,3
